ISSCAP CODE,Species,Category,Source,Family,SpcID,StudyLocality,Region,StartYear,EndYear,Gear,GScore,GRank,Sex,K,KRank,M,F,Z,Tzero,ExpRate,ERRank,LenYear1,LenYear2,LenYear3,LenYear4,Yield,FecundityMin,FecundityMax,Fecundity,FcRank,MeanSizeMin,MeanSizeMax,MeanSize,LengthRangeMin,LengthRangeMax,Lr,Linf,LinfRank,MeanSizeByLinf,MeanSizeByLm,LrByLinf,LrRank,LmMin,LmMax,Lm,LmBL,LmRank,SpawningSeason,NumSpawningMonths,NSMRank,Dist,DistRank,MTL,MTLRank,BLD,BLDRank,CPI,CPIRank,PriceRank,RankTotal
34.0,Otolithes ruber,SD,CMFRI annual report 2008-2009,SCIAENIDAE,1517.0,Andhra Pradesh,SE,2007.0,2008.0,Trawl,13.4,5,C,0.45,2,0.916,0.97,1.89,0.0,0.5132275,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,6.0,0.0,0.0,0.0,0.0,0.0,100.0,461.3,4,0.0,0.0,0.216778668978972,5,0.0,0.0,175,0.379362670713202,4,,7,3.0,33.12,2,3.19,4,3.84615384615385,2,81.5,1,4,45.0
34.0,Otolithes ruber,SD,"Mar.Fish.Res.Mgmt.2000, Chakraborty et al",SCIAENIDAE,1517.0,Tuticorin,SE,1990.0,1994.0,Trawlnet,13.4,5,C,0.47,2,1.0,2.53,3.53,0.0,0.7167139,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,6.0,0.0,0.0,0.0,0.0,0.0,100.0,469.0,4,0.0,0.0,0.213219616204691,5,0.0,0.0,175,0.373134328358209,4,,7,3.0,33.12,2,3.19,4,3.84615384615385,2,81.5,1,4,47.0
34.0,Otolithes ruber,SD,"Mar.Fish.Res.Mgmt.2000, Chakraborty et al",SCIAENIDAE,1517.0,Chennai,SE,1990.0,1994.0,Trawlnet,13.4,5,C,0.65,3,1.33,3.72,5.05,0.0,0.7366337,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,6.0,0.0,0.0,0.0,0.0,0.0,100.0,315.0,5,0.0,0.0,0.317460317460317,4,0.0,0.0,175,0.555555555555556,5,,7,3.0,33.12,2,3.19,4,3.84615384615385,2,81.5,1,4,49.0
34.0,Otolithes ruber,SD,"Mar.Fish.Res.Mgmt.2000, Chakraborty et al",SCIAENIDAE,1517.0,Cochin,SW,1990.0,1994.0,Trawlnet,13.4,5,C,0.64,3,1.3,1.4,2.7,0.0,0.5185185,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,6.0,0.0,0.0,0.0,0.0,0.0,112.0,315.0,5,0.0,0.0,0.355555555555556,4,0.0,0.0,175,0.555555555555556,5,,4,5.0,33.12,2,3.19,4,3.84615384615385,2,662.8,6,4,54.0
34.0,Otolithoides biauritus,LD,Chakraborthy etal 2005,SCIAENIDAE,1521.0,Bombay,NW,2001.0,2003.0,Trawlnet,10.8,4,C,0.45,2,0.65,1.18,1.83,0.0,0.6448087,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000,6.0,0.0,0.0,0.0,1680.0,1680.0,84.0,1770.0,1,0.0,0.0,0.0474576271186441,6,0.0,0.0,1102,0.622598870056497,4,May_aug,4,5.0,59.35,4,3.5,3,4.54545454545455,2,298.6,4,6,51.0
34.0,Otolithoides biauritus,LD,"IJF 2010, 57(2),Ghosh et al",SCIAENIDAE,1521.0,DIU,NW,2003.0,2007.0,trawl,10.8,4,C,0.19,1,0.37,0.33,0.7,0.0,0.4714286,2.0,0.0,0.0,0.0,0.0,0.0,182000.0,1941400.0,1941400,6.0,0.0,0.0,0.0,0.0,0.0,309.5,1600.0,1,0.0,0.0,0.1934375,6,0.0,0.0,1102,0.68875,3,May_aug,4,5.0,59.35,4,3.5,3,4.54545454545455,2,298.6,4,6,47.0
34.0,Pennahia macrophthalamus,SD,"IJMS, 1997,26 Chakraborty et al",SCIAENIDAE,1526.0,Maharashtra,NW,1987.0,1990.0,Trawlnet,11.3,4,C,0.64,3,1.3,0.7,2.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020700,6.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,5,0.0,0.0,0.0,0,0.0,0.0,150,0.612244897959184,4,,0,0.0,82.2,6,3.5,3,3.2258064516129,2,298.6,4,3,41.0
34.0,Pennahia macrophthalamus,SD,"Mar.Fish.Res.Mgmt.2000, Chakraborty et al",SCIAENIDAE,1526.0,mandapam,SE,1990.0,1994.0,Trawlnet,11.3,4,C,0.98,4,1.9,3.0,4.9,0.0,0.6122449,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020700,6.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,5,0.0,0.0,0.0,0,0.0,0.0,150,0.576923076923077,5,,0,0.0,82.2,6,3.5,3,3.2258064516129,2,81.5,1,3,43.0
34.0,Pennahia macrophthalamus,SD,"IJMS, 1996,25 Chakraborty",SCIAENIDAE,1526.0,Mumbai,NW,1989.0,1991.0,Trawlnet,11.3,4,C,1.2,4,2.81,0.43,3.24,0.0,0.132716,1.0,182.0,238.0,0.0,0.0,0.0,0.0,0.0,3020700,6.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,5,0.0,0.0,0.0,0,0.0,0.0,150,0.576923076923077,5,,0,0.0,82.2,6,3.5,3,3.2258064516129,2,298.6,4,3,43.0
34.0,Protonibea diacanthus,LD,"IJF 2010, 57(2),Ghosh et al",SCIAENIDAE,1531.0,DIU,NW,2003.0,2007.0,TRAWL,11.3,4,C,0.14,1,0.31,0.3,0.61,0.0,0.4918033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625000,6.0,0.0,0.0,0.0,0.0,0.0,189.5,1453.0,1,0.0,0.0,0.130419821059876,6,0.0,0.0,0,0.0,0,,0,0.0,100.0,6,3.5,3,3.57,2,298.6,4,5,40.0
34.0,Upeneus sulphureus,SD,"Vivekanandan, FAO2002",MULLIDAE,1606.0,Chennai,SE,2000.0,2000.0,Trawlnet,7.2,2,C,0.715,3,0.9,1.21,2.1,0.0,0.5761905,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,180.0,180.0,50.0,189.0,6,,,0.264550264550265,5,0.0,0.0,131,0.693121693121693,3,,4,5.0,48.6,3,3.54,3,3.5,2,81.5,1,3,44.0
34.0,Upeneus sulphureus,SD,"IJF1994,41(2) Reuben et al",MULLIDAE,1606.0,Andhrapradesh Orissa,NE,1976.0,1978.0,Trawlnet,7.2,2,C,0.65,3,1.492,0.826,2.318,0.0,0.3563417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,177.0,177.0,91.0,220.0,5,0.0,0.0,0.413636363636364,3,0.0,0.0,131,0.595454545454545,5,"MAR-MAY,AUG",4,5.0,48.6,3,3.54,3,3.5,2,16.1,1,3,41.0
34.0,Upeneus vittatus,SD,"JMBAI 2004, Rajkumar",MULLIDAE,1608.0,Visakhapatnam,SE,1997.0,2003.0,Trawlnet,7.2,2,C,0.67,3,1.23,4.06,5.49,0.0,0.7395265,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,215.0,215.0,65.0,245.0,5,0.0,0.0,0.26530612244898,5,0.0,0.0,138,0.563265306122449,5,JUL-OCT,4,5.0,15.48,1,3.54,3,4.16666666666667,2,81.5,1,3,45.0
34.0,Tachysurus caelatus,LD,"IJMS, 1997,26 Chakraborty et al",ARIIDAE,1608.0,Maharashtra,NW,1987.0,1990.0,Trawlnet,14.4,5,C,0.68,3,1.1,2.4,3.5,0.0,0.6857143,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,,0,0.0,100.0,6,4.02,2,4.0,2,298.6,4,4,35.0
34.0,Upeneus vittatus,SD,CMFRI annual report 2008-2009,MULLIDAE,1608.0,Andhra Pradesh,SE,2007.0,2008.0,Trawl,7.2,2,C,0.52,2,1.257,0.79,2.05,0.0,0.3853659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,0.0,0.0,65.0,208.0,5,0.0,0.0,0.3125,4,0.0,0.0,138,0.663461538461538,3,FEB-OCT,9,2.0,15.48,1,3.54,3,4.16666666666667,2,81.5,1,3,34.0
34.0,Upeneus taeniopterus,SD,AR2003-04,MULLIDAE,1612.0,Chennai,SE,2003.0,2004.0,Trawlnet,7.2,2,C,0.845,3,0.0,0.0,0.0,0.0,0.578,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,0.0,0.0,50.0,263.0,5,0.0,,0.190114068441065,6,0.0,0.0,135,0.513307984790874,6,,6,4.0,15.7,1,3.54,3,3.44827586206897,2,81.5,1,3,44.0
34.0,Upeneus taeniopterus,SD,Vivekanandan 2002 FAO Bkok,MULLIDAE,1612.0,Chennai,SE,2000.0,2000.0,Trawlnet,7.2,2,C,0.82,3,0.98,1.502,2.482,0.0,0.6051571,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,5.0,0.0,0.0,0.0,0.0,0.0,50.0,195.0,6,0.0,,0.256410256410256,5,0.0,0.0,135,0.692307692307692,3,,6,4.0,15.7,1,3.54,3,3.44827586206897,2,81.5,1,3,42.0
37.0,Eupleurogrammus muticus,LP,"IJMS 2003, 32(1) Rizvi et al",TRICHUIRIDAE,1902.0,Mumbai,NW,1997.0,1999.0,trawl,14.6,5,C,0.78,3,1.15,3.21,4.36,0.0,0.7362385,5.0,440.0,641.0,734.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,811.0,2,0.0,0.0,0.234278668310727,5,0.0,0.0,612,0.75462392108508,1,,0,0.0,38.9,3,4.2,2,19.1,5,298.6,4,5,40.0
37.0,Lepturacanthus savala,LP,"IJF2005,52(1)",TRICHUIRIDAE,1911.0,Bombay,NW,1997.0,1999.0,Trawlnet,10.6,4,C,0.87,3,1.538,3.264,4.8,0.0,0.6799999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,3,0.0,,0.0,0,0.0,0.0,517,0.751453488372093,1,,0,0.0,14.19,1,4.2,2,19.1,5,298.6,4,5,32.0
37.0,Trichiurus lepturus,LP,"IJF1990,37(1)",TRICHUIRIDAE,1916.0,Bombay,NW,1979.0,1982.0,Trawlnet,13.9,5,C,0.5,2,1.05,0.91,1.96,0.0,0.4642857,2.0,512.0,825.0,1110.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,0.0,1210.0,1210.0,281.0,1297.0,1,0.0,,0.216653816499614,5,0.0,0.0,600,0.46260601387818,6,"MAY,JUN,AUG,OCT,JAN_MAR",9,2.0,100.0,6,4.15,2,11.7,4,298.6,4,5,49.0
37.0,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916.0,Cochin,SW,2000.0,2001.0,Trawlnet,13.9,5,C,0.72,3,0.98,3.01,3.99,0.0,0.7543859,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,790.0,1010.0,1010.0,360.0,1270.0,1,0.0,,0.283464566929134,5,0.0,0.0,418,0.329133858267717,3,,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,55.0
37.0,Trichiurus lepturus,LP,Trophic  Modelling of Arabian Sea of Karnataka,TRICHUIRIDAE,1916.0,Mangalore,SW,1999.0,2000.0,Trawlnet,13.9,5,C,0.88,3,1.13,3.55,4.68,0.0,0.758547,5.0,,,,,6380.0,1000.0,134000.0,134000,5.0,,,640.0,,,360.0,1250.0,1,0.512,1.003,0.288,5,,,638,0.5104,6,,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,58.0
37.0,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916.0,Managalore,SW,2000.0,2001.0,Trawlnet,13.9,5,C,0.65,3,0.92,2.95,3.87,0.0,0.7622739,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,640.0,0.0,0.0,360.0,1210.0,1,,,0.297520661157025,5,0.0,0.0,638,0.527272727272727,6,,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,58.0
37.0,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916.0,Kakinada,SE,2000.0,2001.0,Trawlnet,13.9,5,C,1.75,6,1.8,3.3,5.12,0.0,0.6445313,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,500.0,1040.0,1040.0,290.0,1115.0,1,,,0.260089686098655,5,0.0,0.0,460,0.412556053811659,5,,4,5.0,100.0,6,4.15,2,11.7,4,81.5,1,5,54.0
37.0,Trichiurus lepturus,LP,"IJF1983,30(1)",TRICHUIRIDAE,1916.0,Visakhapatnam,SE,1982.0,1991.0,Trawlnet,13.9,5,C,0.6117,3,0.894,1.523,2.417,0.0,0.63012,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,500.0,1010.0,1010.0,290.0,1068.0,1,0.0,,0.271535580524345,5,0.0,0.0,418,0.391385767790262,4,,4,5.0,100.0,6,4.15,2,11.7,4,81.5,1,5,50.0
37.0,Trichiurus lepturus,LP,AR2005-06,TRICHUIRIDAE,1916.0,Karnataka,SW,2005.0,2006.0,Trawlnet,13.9,5,C,0.96,4,1.19,2.02,3.9,0.0,0.5179487,3.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,660.0,0.0,0.0,360.0,1270.0,1,0.52,1.1,0.283464566929134,5,0.0,0.0,600,0.47244094488189,6,,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,57.0
37.0,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916.0,Mangalore,SW,2000.0,2001.0,Trawlnet,13.9,5,C,0.65,3,0.92,2.95,3.87,0.0,0.7622739,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,134000.0,134000,5.0,0.0,0.0,640.0,1100.0,1100.0,360.0,1210.0,1,,,0.297520661157025,5,0.0,0.0,600,0.495867768595041,6,,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,58.0
37.0,Trichiurus lepturus,LP,"JMBAI 1994 36: 199-204,Narasimham",TRICHUIRIDAE,1916.0,Kakinada,SE,1986.0,1987.0,Trawlnet,13.9,5,C,0.29,1,0.46,2.7,3.16,0.0,0.8544304,6.0,427.0,686.0,879.0,1024.0,0.0,2380.0,27320.0,27320,3.0,0.0,0.0,0.0,0.0,0.0,290.0,1454.0,1,,,0.199449793672627,6,0.0,0.0,460,0.31636863823934,3,,4,5.0,100.0,6,4.15,2,11.7,4,81.5,1,5,48.0
37.0,Trichiurus lepturus,LP,CMFRI annual report 2008-2009,TRICHUIRIDAE,1916.0,Andhra Pradesh,SE,2007.0,2008.0,Trawl,13.9,5,C,0.26,1,0.51,1.42,1.93,0.0,0.7357513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134000,5.0,0.0,0.0,500.0,0.0,0.0,251.0,1038.0,1,0.0,0.0,0.241811175337187,5,0.0,0.0,418,0.402697495183044,5,"MAY,JUN,NOV,DEC",4,5.0,100.0,6,4.15,2,11.7,4,81.5,1,5,50.0
37.0,Trichiurus lepturus,LP,"IJMS, 1997,26 Chakraborty et al",TRICHUIRIDAE,1916.0,Maharashtra,NW,1987.0,1990.0,Trawlnet,13.9,5,C,0.4,2,0.75,1.87,2.62,,0.7137405,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81000,4.0,0.0,0.0,0.0,0.0,0.0,380.0,1480.0,1,0.0,0.0,0.256756756756757,5,0.0,0.0,600,0.405405405405405,5,,8,3.0,100.0,6,4.15,2,11.7,4,298.6,4,5,51.0
37.0,Trichiurus lepturus,LP,"IJF2009,56(4) Ghosh et al",TRICHUIRIDAE,1916.0,veraval,NW,2003.0,2006.0,trawlnet,13.9,5,C,0.29,1,0.51,0.93,1.44,0.0,0.6458333,4.0,353.0,602.0,788.0,927.0,0.0,0.0,0.0,81000,4.0,0.0,0.0,0.0,0.0,0.0,380.0,1341.0,1,0.0,0.0,0.283370618941089,5,0.0,0.0,600,0.447427293064877,5,"may-Jun,Aug_oct,jan-mar",8,3.0,100.0,6,4.15,2,11.7,4,298.6,4,5,49.0
37.0,Trichiurus lepturus,LP,"IJF2006,53(1) Khan",TRICHUIRIDAE,1916.0,Mumabi,NW,1997.0,2001.0,trawlnet,13.9,5,C,0.67,3,0.93,2.71,3.64,0.0,0.7445055,5.0,651.0,980.0,1147.0,0.0,0.0,4900.0,81000.0,81000,4.0,0.0,0.0,0.0,0.0,0.0,200.0,1273.0,1,0.0,0.0,0.157109190887667,6,0.0,0.0,750,0.589159465828751,5,Oct_may,8,3.0,100.0,6,4.15,2,11.7,4,298.6,4,5,53.0
37.0,Trichiurus lepturus,LP,CMFRI annual report 2008-2009,TRICHUIRIDAE,1916.0,Karnataka,SW,2008.0,2009.0,Trawlnet,13.9,5,C,0.82,3,1.73,4.3,6.03,0.0,0.7131011,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134000,5.0,0.0,0.0,620.0,220.0,1100.0,220.0,1340.0,1,0.0,0.0,0.164179104477612,6,0.0,0.0,600,0.447761194029851,5,APR-JUN,3,5.0,100.0,6,4.15,2,11.7,4,662.8,6,5,58.0
37.0,Trichiurus lepturus,LP,"IJF1992,39(3&4), thiagarajan et al",TRICHUIRIDAE,1916.0,South east,SE,1986.0,1988.0,"trawlnet, BS",13.9,5,C,0.56,2,0.954,2.196,3.15,0.0,0.6971428,4.0,550.0,870.0,1050.0,1150.0,0.0,134000.0,134000.0,134000,5.0,0.0,0.0,0.0,0.0,0.0,50.0,1290.0,1,0.0,0.0,0.0387596899224806,6,0.0,0.0,600,0.465116279069767,6,"May,Jun,Nov,Dec",4,5.0,100.0,6,4.15,2,11.7,4,81.5,1,5,52.0
37.0,Trichiurus lepturus,LP,"IJF1992,39(3&4), thiagarajan et al",TRICHUIRIDAE,1916.0,west coast,"SW,Nw",1986.0,1988.0,Trawlnet,13.9,5,C,0.5,2,1.003,2.7049,3.708,0.0,0.7294768,5.0,400.0,670.0,860.0,980.0,0.0,0.0,0.0,134000,5.0,0.0,0.0,0.0,0.0,0.0,100.0,1297.0,1,0.0,0.0,0.0771010023130301,6,0.0,0.0,600,0.46260601387818,6,"Apr,may,jun",3,5.0,100.0,6,4.15,2,11.7,4,480.7,5,5,57.0
36.0,Auxis rochei,LP,"Proc.Tuna meet, Gopakumar et al",Scombridae,1926.0,South Keralacoast,SW,1992.0,2000.0,"Hooks&line,Gillnet",14.4,5,C,1.1,4,1.85,2.96,4.81,0.0,0.6153846,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337573,6.0,0.0,0.0,0.0,150.0,310.0,150.0,340.0,5,0.0,0.0,0.441176470588235,3,0.0,0.0,240,0.705882352941177,2,Apr-Aug,5,4.0,60.43,4,4.14,2,5.3,3,662.8,6,4,52.0
36.0,Auxis rochei,LP,Trophic Modelling of Arabian Sea of Karnataka,Scombridae,1926.0,Mangalore,SW,2000.0,2001.0,"Gillnet,Purseseine",14.4,5,C,1.1,4,1.8,2.93,4.72,0.0,0.6207628,4.0,,,,,286.0,,,3337573,6.0,,,310.0,,,150.0,400.0,5,0.775,1.34782608695652,0.375,4,,,230,0.575,5,,0,0.0,60.43,4,4.14,2,5.3,3,662.8,6,4,52.0
36.0,Auxis thazard,LP,AR00-01,Scombridae,1927.0,North west,NW,2000.0,2001.0,,15.7,6,C,0.87,3,1.2,3.2,4.4,0.0,0.7272727,5.0,,0.0,0.0,0.0,0.0,0.0,,1370000,6.0,0.0,,,,,220.0,540.0,4,,,0.407407407407407,3,0.0,,300,0.555555555555556,5,JAN-DEC,12,1.0,94.84,6,4.14,2,4.1,2,298.6,4,4,51.0
36.0,Auxis thazard,LP,AR05-06,Scombridae,1927.0,Karnataka,SW,1995.0,1996.0,,15.7,6,C,1.1,4,2.08,1.28,3.36,0.0,0.3809524,1.0,,0.0,0.0,0.0,0.0,0.0,,1370000,6.0,0.0,,398.0,,,223.0,500.0,4,,,0.446,3,0.0,,300,0.6,5,,0,0.0,94.84,6,4.14,2,4.1,2,662.8,6,4,49.0
36.0,Auxis thazard,LP,Trophic  Modelling of Arabian Sea of Karnataka,Scombridae,1927.0,Mangalore,SW,1999.0,2000.0,"Gillnet,Purseseine",15.7,6,C,0.87,3,1.42,2.32,3.74,0.0,0.6203209,4.0,,,,,487.0,,,1370000,6.0,,,398.0,,,223.0,540.0,4,0.740740740740741,1.33333333333333,0.412962962962963,3,,,300,0.555555555555556,5,"Aug, Sep, Oct",3,5.0,94.84,6,4.14,2,4.1,2,662.8,6,4,56.0
36.0,Auxis thazard,LP,"IJF 2010,57(2) Ghosh et al",Scombridae,1927.0,Veraval,NW,2003.0,2006.0,Gillnet,15.7,6,C,0.93,4,1.48,4.49,5.97,0.0,0.7520938,5.0,285.0,394.0,438.0,0.0,0.0,0.0,0.0,1370000,6.0,312.0,480.0,0.0,,,209.5,466.0,4,0.0,0.0,0.449570815450644,3,0.0,0.0,300,0.643776824034335,4,JAN-DEC,12,1.0,94.84,6,4.14,2,4.1,2,298.6,4,4,51.0
36.0,Auxis thazard,LP,"Proc. Tuna meet,Kasim et al",Scombridae,1927.0,South east,SE,1998.0,2003.0,"Gillnet,Hooks & line",15.7,6,C,1.04,4,1.58,3.19,4.87,,0.6550308,4.0,335.0,466.0,0.0,,,,,1370000,6.0,0.0,,,200.0,480.0,200.0,538.0,4,,,0.371747211895911,4,,,275,0.511152416356877,6,"May,Jun",2,6.0,94.84,6,4.14,2,4.1,2,81.5,1,4,55.0
36.0,Auxis thazard,LP,"JMBA2005, Abdussamad et al",Scombridae,1927.0,Tuticorin,SE,1989.0,2002.0,"Gillnet,Trawlnet",15.7,6,C,0.8196,3,1.4,2.4,3.8,0.0,0.631579,4.0,290.0,420.0,480.0,,,1370000.0,,1370000,6.0,,,,480.0,480.0,180.0,529.0,4,,,0.340264650283554,4,,,275,0.519848771266541,6,"Nov,dec,jan,feb",4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,53.0
36.0,Auxis thazard,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1927.0,Veravel,NW,2007.0,2008.0,Gillnet,15.7,6,C,0.49,2,0.95,1.37,2.32,0.0,0.5905173,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370000,6.0,0.0,0.0,383.0,0.0,0.0,209.5,514.5,4,0.0,0.0,0.407191448007775,3,0.0,0.0,300,0.583090379008746,5,JAN-DEC,12,1.0,94.84,6,4.14,2,4.1,2,298.6,4,4,48.0
36.0,Auxis thazard,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1927.0,Karnataka,SW,2008.0,2009.0,"Gillnet,PS",15.7,6,C,0.96,4,1.88,1.1,2.98,0.0,0.3691275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370000,6.0,0.0,0.0,398.0,0.0,0.0,223.0,514.5,4,0.0,0.0,0.433430515063168,3,0.0,0.0,300,0.583090379008746,5,AUG-APR,9,2.0,94.84,6,4.14,2,4.1,2,662.8,6,4,51.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1996.0,1997.0,Gillnet,15.7,6,C,1.3,5,1.835,4.65,6.48,,0.7175926,5.0,,,,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,54.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1995.0,1996.0,Gillnet,15.7,6,C,1.3,5,1.835,2.53,4.36,,0.5802752,3.0,,,,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,52.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1994.0,1995.0,Gillnet,15.7,6,C,1.3,5,1.835,2.86,4.69,,0.6098081,4.0,,,,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,53.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1993.0,1994.0,Gillnet,15.7,6,C,1.3,5,1.835,4.51,6.34,,0.7113565,5.0,,,,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,54.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1992.0,1993.0,Gillnet,15.7,6,C,1.3,5,1.835,3.58,5.41,,0.6617375,4.0,,,,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,53.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1995.0,1996.0,Gillnet,15.7,6,F,1.3,5,1.82,1.71,3.53,,0.4844193,2.0,373.0,474.0,502.0,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,51.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1994.0,1995.0,Gillnet,15.7,6,F,1.3,5,1.82,2.49,4.31,,0.5777262,3.0,373.0,474.0,502.0,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,52.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1993.0,1994.0,Gillnet,15.7,6,F,1.3,5,1.82,3.78,5.6,,0.675,4.0,373.0,474.0,502.0,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,53.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1992.0,1993.0,Gillnet,15.7,6,F,1.3,5,1.82,4.12,5.94,,0.6936027,4.0,373.0,474.0,502.0,,,,,1370000,6.0,,,,,,300.0,512.0,4,,,0.5859375,2,,,275,0.537109375,6,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,53.0
36.0,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927.0,Tuticorin,SE,1995.0,1996.0,Gillnet,15.7,6,M,1.3,5,1.85,3.34,5.19,,0.6435453,4.0,357.0,454.0,480.0,,,,,1370000,6.0,,,,,,300.0,490.0,4,,,0.612244897959184,1,,,275,0.561224489795918,5,,4,5.0,94.84,6,4.14,2,4.1,2,81.5,1,4,51.0
